user_id,age,gender,country,device_type,app_version,sessions_per_week,avg_session_duration_min,daily_active_minutes,feature_clicks_per_session,notifications_opened_per_week,in_app_search_count,pages_viewed_per_session,crash_events_last_30_days,support_tickets_raised,days_since_last_login,subscription_type,ads_clicked_last_30_days,content_downloads,social_shares,rating_given,churn_risk_score,engagement_score,account_age_days,marketing_source,cluster,user_category
100053,21,male,india,android,1.2,11,17.66,50.51,14,5,8,6,1,0,7,free,7,4,2,4.0,0.24,62.56,334,organic,0,low_engagement_users
100064,31,female,india,android,2.0,9,21.07,65.98,12,3,6,15,1,0,4,free,4,2,3,5.0,0.49,45.9,634,email campaign,0,low_engagement_users
100065,48,female,australia,android,2.0,9,25.4,38.07,17,6,7,14,1,0,9,basic,6,1,3,3.0,0.3,84.71,776,referral,0,low_engagement_users
100068,31,female,india,ios,2.0,7,12.42,31.07,12,3,8,24,1,0,13,free,3,3,3,2.0,0.6,47.78,646,email campaign,0,low_engagement_users
100069,40,male,uk,android,1.1,13,21.75,57.3,13,5,5,17,2,0,34,free,6,0,4,3.0,0.39,79.61,170,google ads,0,low_engagement_users
100078,46,male,germany,android,1.1,5,7.57,24.11,12,3,5,7,1,0,14,basic,11,3,3,3.0,0.08,81.31,444,organic,0,low_engagement_users
100080,18,female,uk,android,1.2,8,12.64,47.99,15,4,3,21,1,0,41,free,7,1,3,3.0,0.27,80.35,853,facebook ads,0,low_engagement_users
100081,42,male,usa,web,1.1,5,9.78,55.88,5,4,6,8,1,0,11,free,6,2,0,4.0,0.05,69.97,721,referral,0,low_engagement_users
100085,18,female,india,android,2.0,10,12.95,35.74,16,6,7,15,1,0,8,free,5,1,2,3.0,0.49,50.21,1021,referral,0,low_engagement_users
100090,25,female,usa,android,1.1,6,16.83,46.96,7,5,10,11,1,0,42,basic,4,1,1,2.0,0.08,53.19,603,email campaign,0,low_engagement_users
100094,22,male,uk,android,1.1,6,7.87,47.42,10,7,2,18,2,0,28,free,4,4,2,5.0,0.6,99.48,976,facebook ads,0,low_engagement_users
100095,59,male,usa,ios,1.2,5,21.88,51.81,7,11,4,6,2,0,38,free,7,2,1,4.0,0.78,55.18,752,google ads,0,low_engagement_users
100096,56,male,usa,android,1.1,5,8.78,64.02,11,4,7,11,1,0,7,free,5,3,4,1.0,0.18,66.0,278,organic,0,low_engagement_users
100098,45,male,uk,android,1.1,10,8.24,36.82,5,7,4,15,1,0,29,premium,3,4,0,2.0,0.26,56.42,380,facebook ads,0,low_engagement_users
100100,26,female,india,android,1.0,8,17.8,59.14,16,8,4,15,1,0,28,free,10,3,1,3.0,0.74,62.95,554,organic,0,low_engagement_users
100102,29,male,india,ios,2.1,5,1.69,39.88,10,8,5,8,1,0,14,premium,5,4,2,5.0,0.48,49.63,383,google ads,0,low_engagement_users
100104,50,male,india,ios,1.2,10,3.06,55.31,18,6,7,7,1,0,41,premium,5,1,3,4.0,0.11,63.82,530,organic,0,low_engagement_users
100105,40,male,canada,android,2.0,4,7.79,71.49,11,4,4,15,1,0,17,basic,5,1,3,4.0,0.65,91.07,673,google ads,0,low_engagement_users
100107,54,female,india,android,1.0,15,27.41,45.09,19,7,4,3,2,0,24,free,8,3,2,3.0,0.27,44.05,1149,organic,0,low_engagement_users
100112,52,female,india,web,2.1,9,6.93,16.57,12,5,3,20,2,0,29,basic,4,2,0,4.0,0.21,47.51,713,referral,0,low_engagement_users
100115,54,female,india,android,2.1,10,22.74,87.9,8,6,7,9,1,0,36,free,4,3,2,4.0,0.35,78.88,454,google ads,0,low_engagement_users
100121,31,female,germany,android,1.0,6,6.4,18.11,13,4,3,10,1,0,18,premium,5,3,4,1.0,0.39,81.58,841,facebook ads,0,low_engagement_users
100130,49,male,usa,android,1.0,9,7.71,81.14,15,6,7,13,2,0,6,basic,6,3,5,4.0,0.72,49.15,1141,referral,0,low_engagement_users
100136,40,male,india,android,1.1,4,4.35,32.47,12,3,3,24,1,0,42,free,6,5,2,4.0,0.52,86.46,1098,facebook ads,0,low_engagement_users
100140,53,female,canada,ios,1.2,4,3.94,61.13,8,5,4,21,1,0,41,free,5,1,6,5.0,0.66,60.1,497,organic,0,low_engagement_users
100143,24,male,canada,android,1.2,4,1.8,68.85,14,3,5,18,2,0,3,free,3,2,0,5.0,0.26,75.16,65,google ads,0,low_engagement_users
100144,39,female,usa,android,2.0,10,7.12,62.57,11,5,4,16,1,0,36,free,7,3,2,4.0,0.41,42.69,716,facebook ads,0,low_engagement_users
100155,42,male,usa,android,1.1,10,8.6,18.49,13,7,5,18,2,0,12,free,12,3,1,5.0,0.63,76.77,307,google ads,0,low_engagement_users
100157,50,male,usa,web,1.2,13,2.16,12.06,16,8,4,5,2,0,16,free,5,2,2,3.0,0.15,52.06,760,organic,0,low_engagement_users
100158,18,female,singapore,ios,2.0,11,9.41,43.43,9,9,8,9,1,0,37,basic,4,2,3,3.0,0.28,58.55,739,referral,0,low_engagement_users
100159,44,female,india,ios,1.2,8,14.38,5.0,11,5,6,18,3,0,21,basic,5,2,1,4.0,0.23,72.71,1178,google ads,0,low_engagement_users
100160,30,female,australia,android,2.0,8,17.54,41.23,19,5,5,14,1,0,31,premium,4,3,4,5.0,0.91,67.8,426,google ads,0,low_engagement_users
100164,23,male,usa,ios,2.1,6,9.76,12.39,13,2,5,4,1,0,5,free,6,3,2,3.0,0.87,74.49,689,referral,0,low_engagement_users
100173,49,female,canada,ios,1.2,3,15.67,5.21,15,5,3,12,2,0,1,free,5,1,2,4.0,0.21,71.41,1137,google ads,0,low_engagement_users
100174,49,female,india,android,1.0,8,20.54,53.33,9,2,2,24,1,0,43,free,10,4,3,5.0,0.14,92.83,1054,google ads,0,low_engagement_users
100182,34,female,usa,ios,1.1,10,22.7,46.55,8,5,7,4,1,0,19,free,7,3,4,3.0,0.37,84.43,460,organic,0,low_engagement_users
100184,19,female,canada,android,2.0,11,12.7,51.05,16,8,8,8,1,0,34,free,13,3,1,3.0,0.07,56.47,1039,referral,0,low_engagement_users
100187,54,female,uk,ios,2.1,6,14.44,15.0,15,10,2,12,2,0,3,free,6,4,2,5.0,0.01,60.13,856,facebook ads,0,low_engagement_users
100191,36,female,india,ios,2.1,3,2.85,41.53,9,3,3,15,2,0,31,free,5,2,2,4.0,0.54,29.89,149,organic,0,low_engagement_users
100197,21,female,australia,android,1.1,10,9.23,38.73,10,3,5,6,1,0,32,basic,4,4,3,5.0,0.88,69.08,954,google ads,0,low_engagement_users
100201,41,male,india,android,2.1,8,24.48,49.45,8,5,0,11,1,0,5,free,4,5,0,4.0,0.33,72.33,1080,organic,0,low_engagement_users
100207,33,female,uk,android,2.0,4,13.28,5.0,12,2,4,18,2,0,12,free,11,7,2,4.0,0.86,52.33,149,facebook ads,0,low_engagement_users
100210,23,female,india,android,1.0,9,18.41,33.51,16,1,3,7,2,1,43,free,4,2,1,2.0,0.63,64.72,747,organic,0,low_engagement_users
100215,53,male,uk,ios,1.2,10,10.33,31.92,16,6,2,7,3,0,37,free,11,5,5,3.0,0.05,73.1,886,organic,0,low_engagement_users
100217,43,male,india,android,1.1,11,12.69,23.81,11,10,6,12,2,0,22,basic,2,3,1,4.0,0.21,26.4,813,referral,0,low_engagement_users
100218,20,male,usa,android,2.0,8,9.63,43.82,9,8,2,24,1,0,30,free,4,2,4,4.0,0.93,74.81,691,google ads,0,low_engagement_users
100219,36,female,uk,ios,2.0,9,16.11,52.6,10,5,4,13,1,0,37,free,5,1,2,5.0,0.82,86.01,1164,organic,0,low_engagement_users
100221,49,female,usa,android,1.1,4,5.46,63.14,17,5,6,9,1,0,29,free,7,7,1,4.0,0.99,68.05,244,organic,0,low_engagement_users
100228,57,male,singapore,android,1.2,14,22.59,63.25,12,3,4,12,1,0,39,free,8,3,1,4.0,0.38,82.53,442,facebook ads,0,low_engagement_users
100230,28,female,india,ios,1.1,6,15.65,5.0,13,5,6,9,1,0,10,basic,5,1,1,5.0,0.41,77.35,585,email campaign,0,low_engagement_users
100231,45,female,india,android,1.1,9,1.2,24.39,5,3,9,4,1,0,23,free,4,2,1,3.0,0.25,38.43,921,referral,0,low_engagement_users
100232,42,male,india,android,1.0,7,18.58,77.93,8,7,3,20,1,0,14,free,6,3,0,4.0,0.75,86.83,505,organic,0,low_engagement_users
100234,48,male,usa,ios,1.1,12,28.49,18.23,12,5,7,16,1,0,17,basic,8,1,2,2.0,0.36,71.51,576,organic,0,low_engagement_users
100238,24,female,india,web,2.0,10,11.58,23.31,17,11,4,6,1,0,39,premium,9,3,4,4.0,0.52,64.88,1114,referral,0,low_engagement_users
100240,43,female,uk,android,1.2,8,4.27,39.94,12,8,4,18,1,0,44,free,7,3,2,3.0,0.45,97.66,432,facebook ads,0,low_engagement_users
100244,22,male,india,ios,1.0,4,15.64,71.37,12,4,2,23,1,0,0,basic,3,1,2,3.0,0.6,66.78,507,facebook ads,0,low_engagement_users
100254,41,male,india,android,2.1,10,8.41,90.56,14,3,2,24,1,0,9,premium,3,1,3,3.0,0.02,66.83,770,email campaign,0,low_engagement_users
100255,50,male,india,web,1.1,10,13.81,59.92,9,2,3,19,3,0,24,basic,6,3,0,4.0,0.22,52.21,481,google ads,0,low_engagement_users
100256,41,male,india,android,2.1,18,10.79,53.3,24,5,1,11,2,0,23,free,5,0,4,3.0,0.09,85.79,132,google ads,0,low_engagement_users
100258,25,male,usa,web,2.0,11,9.22,16.01,15,6,2,11,2,0,36,free,5,2,2,4.0,0.64,59.85,953,organic,0,low_engagement_users
100260,55,female,uk,android,1.1,3,21.24,41.75,16,4,6,22,2,1,17,free,7,2,2,4.0,0.06,86.15,303,google ads,0,low_engagement_users
100261,57,female,australia,android,2.0,5,11.55,33.19,19,2,4,10,1,0,10,free,5,3,1,4.0,0.51,61.01,599,facebook ads,0,low_engagement_users
100262,37,female,india,android,1.1,11,4.04,49.86,19,2,4,18,1,0,44,basic,4,5,5,3.0,0.49,76.85,806,organic,0,low_engagement_users
100263,52,male,india,android,1.1,8,14.99,71.79,9,5,4,5,2,0,10,premium,6,6,2,4.0,0.44,82.21,535,referral,0,low_engagement_users
100268,35,male,germany,android,1.0,7,17.33,25.1,12,7,3,12,1,0,26,free,7,3,2,5.0,0.91,56.76,934,google ads,0,low_engagement_users
100269,35,male,india,ios,1.2,12,20.77,15.83,12,8,5,3,2,1,22,basic,8,2,2,3.0,0.11,62.23,634,organic,0,low_engagement_users
100284,34,male,india,ios,1.1,9,21.01,16.45,8,5,5,23,1,0,32,free,9,5,3,4.0,0.66,47.95,654,facebook ads,0,low_engagement_users
100299,45,male,india,android,2.0,8,6.15,48.86,6,4,3,16,1,0,19,premium,9,2,4,4.0,0.25,69.87,610,google ads,0,low_engagement_users
100302,36,male,uk,ios,1.1,5,30.42,33.45,12,4,4,23,1,0,19,free,5,4,2,4.0,0.74,66.28,1166,organic,0,low_engagement_users
100303,21,female,singapore,ios,2.0,8,7.79,39.64,10,7,3,22,1,0,12,free,3,6,3,2.0,0.61,66.41,682,facebook ads,0,low_engagement_users
100304,52,male,india,android,1.1,9,10.43,20.58,6,5,4,16,1,0,33,premium,8,3,2,3.0,0.29,65.06,432,facebook ads,0,low_engagement_users
100306,45,male,germany,ios,1.2,6,5.3,18.92,8,5,5,12,1,0,39,free,5,3,0,4.0,0.78,37.91,588,facebook ads,0,low_engagement_users
100308,46,female,usa,web,2.0,8,13.0,15.56,6,4,5,21,1,0,27,premium,3,2,0,4.0,0.07,62.63,1044,referral,0,low_engagement_users
100316,52,female,india,android,1.0,9,8.01,76.87,10,3,5,15,2,0,21,free,8,0,0,5.0,0.24,40.14,294,referral,0,low_engagement_users
100322,20,male,india,android,1.0,10,5.31,49.98,13,6,6,21,1,0,43,free,5,1,1,4.0,0.92,60.94,416,organic,0,low_engagement_users
100330,49,female,singapore,android,1.1,15,2.59,7.11,16,5,3,3,1,0,3,premium,5,6,2,5.0,0.41,70.85,960,email campaign,0,low_engagement_users
100331,39,female,usa,ios,1.0,8,20.22,82.24,15,6,4,23,2,0,6,basic,5,1,1,5.0,0.91,67.62,1133,facebook ads,0,low_engagement_users
100336,19,male,germany,android,1.2,5,7.5,61.77,17,5,3,6,1,0,40,free,8,4,2,3.0,0.14,88.22,701,facebook ads,0,low_engagement_users
100343,46,male,india,android,2.1,5,4.07,47.63,6,4,7,14,1,0,21,free,4,3,1,5.0,0.62,51.0,1093,facebook ads,0,low_engagement_users
100351,53,female,usa,android,2.1,4,21.67,59.44,10,7,2,14,3,1,29,free,5,1,4,4.0,0.91,87.76,841,organic,0,low_engagement_users
100356,31,male,india,android,1.0,5,12.41,93.21,10,4,5,14,3,1,9,basic,10,3,2,4.0,0.18,70.91,814,organic,0,low_engagement_users
100365,39,female,india,ios,2.0,9,2.85,16.24,7,6,3,20,1,0,23,premium,8,0,3,5.0,0.47,53.54,314,google ads,0,low_engagement_users
100371,32,female,uk,web,2.0,8,1.79,5.0,8,4,5,12,2,0,7,free,5,1,3,5.0,0.99,75.88,897,organic,0,low_engagement_users
100374,25,female,usa,ios,2.1,8,22.15,18.09,13,4,5,6,1,0,7,free,4,4,0,4.0,0.22,52.44,537,google ads,0,low_engagement_users
100379,49,other,india,android,1.1,6,26.44,77.06,15,8,5,15,1,0,24,basic,4,3,2,3.0,0.66,80.37,612,facebook ads,0,low_engagement_users
100380,47,female,germany,ios,2.1,13,10.66,37.37,10,6,4,19,1,0,16,free,8,2,1,5.0,0.74,70.52,1084,referral,0,low_engagement_users
100387,36,female,australia,android,1.0,9,7.02,36.41,9,3,4,4,1,0,4,basic,3,0,1,4.0,0.56,65.43,943,facebook ads,0,low_engagement_users
100391,43,other,uk,web,1.0,5,4.73,34.36,14,6,6,7,1,0,28,free,10,10,2,3.0,0.14,51.44,235,google ads,0,low_engagement_users
100393,43,other,india,ios,1.2,8,11.29,53.19,11,7,3,24,1,0,34,premium,5,1,2,4.0,0.48,41.03,1087,organic,0,low_engagement_users
100395,26,male,india,android,2.0,9,39.0,21.76,11,10,2,11,1,0,23,basic,8,3,2,3.0,0.69,80.02,1110,organic,0,low_engagement_users
100396,29,female,india,ios,1.0,9,4.4,64.55,10,5,5,13,2,0,25,free,5,3,2,4.0,0.08,44.54,498,google ads,0,low_engagement_users
100402,57,female,canada,ios,2.1,9,8.82,28.47,12,9,6,23,1,0,25,basic,7,3,4,5.0,0.03,65.93,799,google ads,0,low_engagement_users
100403,18,female,india,ios,2.0,8,7.02,47.37,13,3,4,21,2,0,23,free,6,3,2,4.0,0.07,85.75,967,google ads,0,low_engagement_users
100404,33,other,germany,android,2.1,5,4.09,67.59,8,2,5,8,1,0,36,free,4,1,3,1.0,0.18,25.16,576,google ads,0,low_engagement_users
100406,22,male,uk,android,2.1,6,14.75,45.84,11,9,6,14,1,0,25,basic,10,0,2,4.0,0.46,56.93,280,referral,0,low_engagement_users
100409,20,male,india,android,1.0,13,13.84,79.97,10,5,6,9,1,0,25,premium,3,2,0,4.0,0.99,60.31,601,referral,0,low_engagement_users
100410,29,female,india,android,2.0,9,19.09,23.24,12,6,3,8,1,0,0,free,6,2,2,5.0,0.82,71.93,1051,organic,0,low_engagement_users
100415,46,female,usa,android,1.2,8,13.44,56.4,10,4,2,18,1,0,35,free,3,1,2,5.0,0.72,48.35,965,referral,0,low_engagement_users
100416,31,male,india,android,1.1,9,17.56,36.59,9,4,3,7,1,0,40,basic,10,3,2,3.0,0.47,49.93,956,facebook ads,0,low_engagement_users
100417,45,female,usa,ios,1.2,9,13.51,22.79,9,7,3,24,1,0,22,free,10,5,1,1.0,0.9,72.95,889,referral,0,low_engagement_users
100435,51,female,india,android,2.0,7,8.1,37.29,16,5,2,6,2,0,24,basic,6,0,1,4.0,0.87,85.04,1140,facebook ads,0,low_engagement_users
100436,48,female,uk,android,2.1,6,9.79,18.76,13,4,6,24,1,0,27,free,4,2,1,4.0,0.94,65.67,1011,organic,0,low_engagement_users
100441,22,male,canada,android,1.2,6,5.97,54.98,13,4,3,20,1,0,39,free,8,0,1,3.0,0.77,53.23,1180,organic,0,low_engagement_users
100447,45,other,india,android,2.0,8,10.89,17.82,13,8,4,7,3,1,11,free,7,3,3,4.0,0.43,70.81,241,organic,0,low_engagement_users
100448,49,female,uk,ios,2.0,7,9.57,45.87,17,5,1,4,1,0,6,free,4,4,3,3.0,0.06,47.6,632,facebook ads,0,low_engagement_users
100449,44,male,usa,android,2.1,6,25.03,42.06,10,2,3,19,2,0,1,free,8,4,0,2.0,0.79,82.11,923,google ads,0,low_engagement_users
100453,52,other,canada,ios,1.2,9,17.16,45.07,10,4,8,16,2,0,2,free,8,3,2,4.0,0.03,72.81,583,google ads,0,low_engagement_users
100459,18,female,uk,android,1.0,8,2.25,65.22,19,9,4,19,2,0,32,free,6,2,0,5.0,0.01,74.35,583,referral,0,low_engagement_users
100460,50,female,india,web,1.2,11,14.71,56.55,11,5,4,7,2,0,17,free,7,4,3,4.0,0.76,43.21,1007,facebook ads,0,low_engagement_users
100462,27,male,india,android,1.0,5,14.28,38.66,10,4,2,18,1,0,43,free,7,1,2,4.0,0.89,52.37,941,google ads,0,low_engagement_users
100473,46,male,india,android,1.2,9,18.31,29.03,10,2,6,7,1,0,41,basic,9,6,0,4.0,0.44,80.44,923,email campaign,0,low_engagement_users
100483,53,male,uk,ios,2.0,6,7.55,33.44,7,3,3,17,1,0,32,free,5,4,3,4.0,0.33,59.19,1134,organic,0,low_engagement_users
100486,53,male,usa,android,2.1,13,1.42,10.93,10,0,3,22,1,0,39,basic,8,1,1,2.0,0.98,66.47,527,google ads,0,low_engagement_users
100490,41,male,usa,android,1.2,8,10.51,35.51,11,7,4,8,1,0,3,premium,7,3,4,3.0,0.64,89.39,1036,email campaign,0,low_engagement_users
100499,49,male,india,ios,1.2,5,6.36,79.02,8,1,2,9,1,0,32,free,4,2,1,5.0,0.6,75.71,739,facebook ads,0,low_engagement_users
100503,40,female,canada,ios,1.0,9,5.04,35.91,12,5,2,20,1,0,34,free,5,2,2,4.0,0.18,57.08,670,organic,0,low_engagement_users
100510,42,female,usa,android,1.2,11,17.62,52.54,20,2,2,21,2,0,4,free,5,5,1,4.0,0.59,79.84,977,organic,0,low_engagement_users
100511,39,female,canada,ios,2.0,10,3.1,62.39,18,3,8,6,1,0,35,basic,14,3,2,3.0,0.45,84.76,800,organic,0,low_engagement_users
100515,29,female,india,android,2.0,7,1.1,63.13,13,1,5,24,1,0,0,free,8,1,1,4.0,0.94,64.31,500,organic,0,low_engagement_users
100527,52,female,india,android,2.0,7,21.39,78.33,13,3,5,5,1,0,12,basic,7,2,2,4.0,0.26,44.93,812,organic,0,low_engagement_users
100529,42,female,australia,web,1.2,8,6.97,49.53,12,5,3,17,1,0,8,free,6,0,1,4.0,0.04,61.76,627,facebook ads,0,low_engagement_users
100530,38,male,india,ios,1.0,9,7.89,57.84,15,3,1,12,1,0,23,basic,6,2,4,4.0,0.74,38.67,720,google ads,0,low_engagement_users
100533,33,male,india,android,2.1,6,1.69,41.0,10,7,2,17,1,0,2,free,8,2,2,3.0,0.34,61.58,618,facebook ads,0,low_engagement_users
100534,56,male,india,android,2.1,4,5.21,36.99,13,1,5,6,1,0,42,free,2,2,2,3.0,0.31,88.64,1003,referral,0,low_engagement_users
100536,56,female,usa,ios,2.1,14,18.73,49.57,8,3,3,17,1,0,0,basic,9,5,0,4.0,0.41,59.67,942,organic,0,low_engagement_users
100542,46,male,singapore,android,1.1,8,2.89,45.38,13,6,3,13,1,0,40,basic,2,6,0,1.0,0.33,58.31,376,referral,0,low_engagement_users
100550,24,male,canada,android,1.1,5,19.03,76.55,21,7,4,13,2,0,42,free,6,2,2,3.0,0.73,55.56,912,google ads,0,low_engagement_users
100558,46,other,india,ios,2.0,11,5.73,25.57,8,10,4,7,2,1,35,free,5,2,1,2.0,0.5,50.08,509,google ads,0,low_engagement_users
100562,25,female,india,android,1.2,10,16.34,37.13,11,3,4,15,2,0,9,free,3,5,2,4.0,0.14,56.08,359,organic,0,low_engagement_users
100571,48,male,usa,android,1.1,10,6.54,58.23,10,10,5,16,1,0,6,free,4,3,3,2.0,0.06,88.92,421,google ads,0,low_engagement_users
100572,36,female,india,web,2.1,8,3.95,36.21,7,8,8,6,1,0,23,free,4,4,0,1.0,0.21,67.5,890,organic,0,low_engagement_users
100574,44,male,uk,android,1.0,5,3.7,35.59,12,11,3,17,1,0,44,basic,7,2,4,2.0,0.39,86.6,1180,google ads,0,low_engagement_users
100580,30,male,usa,android,1.2,10,3.08,18.33,4,6,4,15,1,0,36,free,5,2,2,3.0,0.05,77.97,579,referral,0,low_engagement_users
100583,45,female,australia,android,1.0,11,12.03,42.71,8,2,6,23,1,0,23,free,9,4,1,5.0,0.87,78.92,1048,email campaign,0,low_engagement_users
100586,56,male,uk,ios,2.1,9,12.02,43.9,10,8,4,9,1,0,43,basic,7,0,0,4.0,0.61,59.19,1125,google ads,0,low_engagement_users
100591,42,male,australia,android,1.0,6,13.57,46.62,8,4,6,4,1,0,31,free,9,3,5,3.0,0.67,54.37,950,organic,0,low_engagement_users
100600,54,male,singapore,web,1.2,8,9.13,69.8,12,6,2,11,3,1,40,free,1,1,2,4.0,0.05,80.09,68,organic,0,low_engagement_users
100601,53,male,australia,android,2.1,11,7.94,38.37,14,8,6,21,2,0,40,free,4,2,4,3.0,0.45,85.6,413,facebook ads,0,low_engagement_users
100605,35,male,india,android,1.1,11,7.07,15.49,16,7,4,12,1,0,28,basic,4,1,5,2.0,0.14,73.61,850,google ads,0,low_engagement_users
100608,32,male,india,ios,2.0,6,18.57,75.88,9,10,1,22,2,0,11,free,11,8,2,5.0,0.95,80.41,809,google ads,0,low_engagement_users
100612,33,male,usa,ios,2.1,10,14.78,49.64,17,9,5,3,1,0,39,free,7,2,1,5.0,0.61,76.25,1126,organic,0,low_engagement_users
100618,33,male,usa,ios,2.0,3,12.47,5.0,15,5,7,20,1,0,37,basic,11,2,3,5.0,0.2,76.32,554,organic,0,low_engagement_users
100620,55,female,singapore,ios,1.1,8,12.83,27.43,8,5,3,18,1,0,15,basic,8,2,1,3.0,0.16,63.89,384,facebook ads,0,low_engagement_users
100622,41,female,india,web,1.0,8,14.82,56.5,11,7,2,14,1,0,21,basic,4,3,1,1.0,0.28,64.48,1080,facebook ads,0,low_engagement_users
100625,45,female,india,android,2.1,4,9.87,55.61,13,5,3,22,1,0,25,basic,4,4,1,4.0,0.04,54.53,1110,google ads,0,low_engagement_users
100628,25,male,india,ios,1.2,4,6.73,46.37,12,3,5,4,1,0,34,premium,7,4,3,5.0,0.71,57.02,897,organic,0,low_engagement_users
100635,34,female,australia,android,2.0,3,8.58,21.02,9,8,4,4,1,0,37,free,2,4,5,4.0,0.06,70.87,312,organic,0,low_engagement_users
100638,37,female,canada,android,1.0,17,8.22,25.52,16,4,6,6,1,0,3,free,11,3,2,4.0,0.65,56.6,741,google ads,0,low_engagement_users
100639,30,female,uk,android,2.0,8,5.75,5.0,11,9,5,9,1,0,15,premium,2,2,3,4.0,0.94,49.91,595,organic,0,low_engagement_users
100643,52,male,india,ios,1.1,1,21.0,47.92,9,4,2,4,1,0,23,premium,5,5,0,2.0,0.24,48.75,628,email campaign,0,low_engagement_users
100648,19,male,india,android,1.1,9,7.31,28.52,8,6,5,6,1,0,15,premium,3,2,0,5.0,0.76,62.3,1088,google ads,0,low_engagement_users
100654,35,male,india,web,2.0,7,4.94,59.51,9,4,3,8,1,0,14,free,2,2,0,4.0,0.22,100.0,1048,referral,0,low_engagement_users
100659,42,male,india,android,1.0,5,12.64,36.22,8,5,3,11,2,0,44,free,6,2,3,5.0,0.97,80.07,800,google ads,0,low_engagement_users
100667,18,female,india,android,2.1,11,38.83,52.15,12,6,4,16,1,0,33,free,4,1,1,3.0,0.58,24.13,1133,organic,0,low_engagement_users
100670,45,male,india,android,1.2,6,7.67,49.68,13,2,2,4,1,0,28,free,4,0,2,4.0,0.05,94.6,327,referral,0,low_engagement_users
100675,55,other,usa,android,1.1,6,3.81,68.21,9,8,5,9,2,0,40,free,6,4,2,4.0,0.18,57.49,653,facebook ads,0,low_engagement_users
100678,54,male,germany,android,1.1,12,12.02,37.1,10,2,2,10,2,0,20,free,12,3,0,5.0,0.7,77.14,1007,email campaign,0,low_engagement_users
100680,27,male,usa,ios,1.2,6,6.44,37.78,13,4,5,24,1,0,43,premium,6,4,2,4.0,0.02,59.96,386,google ads,0,low_engagement_users
100681,27,female,usa,ios,1.0,4,2.11,31.33,14,5,2,5,1,0,13,basic,11,5,0,4.0,0.22,51.36,813,email campaign,0,low_engagement_users
100682,36,female,india,android,2.1,4,19.46,42.34,14,5,2,21,1,0,31,basic,7,1,1,4.0,0.87,53.36,1166,facebook ads,0,low_engagement_users
100683,34,female,canada,android,2.1,3,11.37,27.23,11,5,2,19,1,0,20,free,2,2,0,4.0,0.56,56.3,564,referral,0,low_engagement_users
100698,43,female,india,ios,1.0,7,23.88,18.58,18,6,5,12,2,0,28,basic,7,2,5,3.0,0.13,85.07,694,google ads,0,low_engagement_users
100708,32,male,india,android,2.0,11,11.96,5.53,12,4,4,13,1,0,30,free,4,3,3,5.0,0.01,77.51,771,email campaign,0,low_engagement_users
100709,54,female,india,android,1.0,9,6.84,72.4,13,6,1,10,1,0,17,free,9,2,3,5.0,0.28,81.18,548,organic,0,low_engagement_users
100715,55,male,singapore,android,1.0,12,2.84,32.08,10,10,3,12,1,0,22,free,1,2,2,3.0,0.87,93.07,789,google ads,0,low_engagement_users
