user_id,age,gender,country,device_type,app_version,sessions_per_week,avg_session_duration_min,daily_active_minutes,feature_clicks_per_session,notifications_opened_per_week,in_app_search_count,pages_viewed_per_session,crash_events_last_30_days,support_tickets_raised,days_since_last_login,subscription_type,ads_clicked_last_30_days,content_downloads,social_shares,rating_given,churn_risk_score,engagement_score,account_age_days,marketing_source,cluster,user_category
100099,24,male,germany,android,1.1,12,3.66,61.12,7,5,4,10,0,0,16,premium,10,4,3,2.0,0.26,76.83,691,google ads,2,moderate_engagement_users
100101,25,female,singapore,android,1.2,6,11.52,55.15,12,6,2,11,0,0,3,free,3,1,4,1.0,0.83,59.99,622,google ads,2,moderate_engagement_users
100106,41,male,india,android,2.1,12,11.66,49.1,12,9,4,4,0,0,19,free,9,2,3,3.0,0.55,74.46,730,email campaign,2,moderate_engagement_users
100110,39,male,india,ios,1.2,8,12.79,39.5,15,4,3,11,0,0,23,free,5,3,1,5.0,0.14,80.57,902,organic,2,moderate_engagement_users
100122,56,female,india,ios,2.1,4,33.64,27.57,14,5,1,23,0,0,42,basic,4,7,5,5.0,0.77,70.69,623,google ads,2,moderate_engagement_users
100126,32,male,canada,android,1.0,12,6.69,26.41,12,6,1,16,0,0,42,basic,5,5,2,3.0,0.48,60.89,910,organic,2,moderate_engagement_users
100132,49,male,india,android,2.1,10,8.99,23.37,14,9,7,10,0,0,41,free,7,3,5,4.0,0.92,60.62,1064,google ads,2,moderate_engagement_users
100134,47,female,usa,ios,1.1,6,6.21,36.34,13,4,4,3,0,0,41,basic,7,3,1,4.0,0.5,50.23,657,facebook ads,2,moderate_engagement_users
100137,56,male,singapore,android,1.1,16,11.18,5.87,10,9,2,3,0,0,25,free,6,2,2,5.0,0.07,63.59,589,google ads,2,moderate_engagement_users
100147,59,male,usa,android,1.0,13,17.14,76.03,17,1,4,9,0,0,27,free,5,4,5,5.0,0.02,69.34,891,facebook ads,2,moderate_engagement_users
100148,23,male,india,ios,2.0,5,21.82,61.58,19,4,3,15,0,0,17,premium,9,2,4,4.0,0.78,53.98,1036,google ads,2,moderate_engagement_users
100150,45,female,india,ios,2.0,7,19.76,32.85,13,4,2,12,0,0,38,free,3,3,2,2.0,0.73,65.33,872,organic,2,moderate_engagement_users
100153,28,female,uk,ios,2.0,9,0.97,39.66,12,1,4,10,0,0,28,free,6,2,2,1.0,0.36,51.84,895,facebook ads,2,moderate_engagement_users
100163,56,female,usa,android,1.1,9,10.71,33.07,13,7,0,19,0,0,7,premium,7,3,2,4.0,0.38,67.8,1012,organic,2,moderate_engagement_users
100166,44,female,india,web,1.1,9,12.38,39.76,7,4,3,5,0,0,39,free,3,6,1,5.0,0.43,83.47,686,referral,2,moderate_engagement_users
100171,41,male,india,android,1.0,5,6.57,65.74,7,4,1,16,0,0,43,free,4,8,1,4.0,0.0,51.75,932,organic,2,moderate_engagement_users
100175,41,female,uk,android,1.0,15,5.12,22.05,10,7,5,19,0,0,37,premium,5,1,3,4.0,0.02,43.3,715,facebook ads,2,moderate_engagement_users
100176,58,male,usa,android,1.1,5,6.76,46.85,17,6,4,4,0,0,42,free,6,2,4,4.0,0.76,49.24,1038,referral,2,moderate_engagement_users
100177,29,female,india,web,1.1,6,13.91,38.21,11,3,3,18,0,0,17,basic,6,1,2,1.0,0.39,58.75,976,organic,2,moderate_engagement_users
100178,56,female,usa,ios,2.0,15,21.14,47.58,10,7,3,22,0,0,36,premium,12,3,1,4.0,0.49,23.17,624,organic,2,moderate_engagement_users
100181,54,male,india,android,1.0,5,8.94,66.81,10,6,2,18,0,0,33,basic,4,5,4,4.0,0.78,49.09,1044,email campaign,2,moderate_engagement_users
100183,19,male,singapore,android,1.2,8,29.1,21.08,15,4,6,3,0,0,10,free,10,3,0,3.0,0.97,55.92,1066,organic,2,moderate_engagement_users
100186,40,male,india,ios,1.0,8,10.3,58.88,12,2,2,4,0,0,21,basic,6,7,2,4.0,0.29,56.43,846,organic,2,moderate_engagement_users
100192,19,male,germany,web,1.1,5,18.32,34.52,16,4,4,12,0,0,40,free,4,2,3,4.0,0.85,44.09,920,google ads,2,moderate_engagement_users
100196,49,female,usa,android,1.0,8,6.83,55.94,16,8,11,14,0,0,4,free,7,1,4,4.0,0.57,77.59,808,google ads,2,moderate_engagement_users
100203,51,female,india,ios,1.2,8,19.65,24.29,13,5,5,14,0,0,5,premium,7,2,4,4.0,0.44,47.86,912,google ads,2,moderate_engagement_users
100205,39,male,usa,android,1.1,11,11.4,9.29,9,3,8,15,0,0,19,free,4,3,1,3.0,0.05,53.58,597,referral,2,moderate_engagement_users
100206,28,other,india,web,2.0,6,17.01,70.05,13,4,1,10,0,0,44,free,5,1,2,5.0,0.91,65.29,1190,facebook ads,2,moderate_engagement_users
100209,26,female,india,android,2.1,10,4.03,47.45,5,1,5,3,0,0,29,free,2,4,1,4.0,0.15,48.16,796,facebook ads,2,moderate_engagement_users
100211,33,female,usa,ios,2.0,8,13.2,66.79,16,10,3,10,0,0,11,premium,4,4,3,5.0,0.76,77.99,850,email campaign,2,moderate_engagement_users
100213,20,male,uk,android,2.1,6,2.93,44.87,18,8,9,10,0,0,5,free,6,3,1,2.0,0.0,76.02,1060,facebook ads,2,moderate_engagement_users
100214,37,female,india,android,1.2,9,8.93,44.79,13,3,3,22,0,0,37,free,10,4,2,4.0,0.32,41.62,634,google ads,2,moderate_engagement_users
100223,58,male,singapore,android,1.1,10,8.81,45.35,10,4,5,11,0,0,10,free,4,3,3,3.0,0.01,76.14,907,organic,2,moderate_engagement_users
100236,59,male,india,android,1.1,6,23.51,47.31,13,5,3,11,0,0,10,free,5,5,4,5.0,0.31,70.32,1047,referral,2,moderate_engagement_users
100239,33,male,usa,ios,2.0,6,7.9,39.09,13,5,2,16,0,0,17,premium,5,3,1,4.0,0.93,44.75,792,google ads,2,moderate_engagement_users
100241,19,male,usa,android,1.1,6,7.12,27.97,9,6,4,22,0,0,11,premium,8,3,1,3.0,0.34,46.38,648,google ads,2,moderate_engagement_users
100242,18,male,india,ios,1.0,9,19.26,53.08,13,3,3,19,0,0,3,basic,4,4,3,3.0,0.03,65.79,1074,organic,2,moderate_engagement_users
100245,54,female,india,ios,2.0,7,5.58,65.22,12,7,5,18,0,0,28,free,6,4,1,4.0,0.16,56.12,940,organic,2,moderate_engagement_users
100246,49,female,india,android,2.0,12,9.46,46.58,8,2,5,17,0,0,24,free,7,3,2,4.0,0.18,79.88,679,organic,2,moderate_engagement_users
100251,33,female,usa,web,1.2,6,6.61,68.16,10,9,4,4,0,0,3,free,11,6,1,1.0,0.95,89.0,1024,organic,2,moderate_engagement_users
100252,20,male,india,android,2.0,9,24.75,58.79,13,0,3,23,0,0,6,premium,11,3,2,2.0,0.95,66.83,637,organic,2,moderate_engagement_users
100259,53,male,india,web,1.0,8,3.95,5.0,10,8,5,12,0,0,1,free,6,3,1,4.0,0.13,83.62,1161,referral,2,moderate_engagement_users
100266,42,female,usa,web,1.1,7,35.61,59.69,10,5,6,12,0,0,3,free,1,3,1,4.0,0.95,76.13,852,organic,2,moderate_engagement_users
100267,46,female,india,android,2.1,9,22.26,16.85,13,6,7,8,0,0,4,basic,12,4,2,4.0,0.37,59.61,820,google ads,2,moderate_engagement_users
100271,52,male,uk,android,2.1,16,2.38,52.45,16,7,2,15,0,0,14,free,5,4,0,4.0,0.15,54.22,1097,referral,2,moderate_engagement_users
100274,53,male,india,ios,1.0,12,11.33,31.48,12,4,8,10,0,0,34,basic,8,2,4,5.0,0.06,38.45,1198,organic,2,moderate_engagement_users
100277,50,female,india,ios,2.0,7,6.74,71.36,6,8,1,5,0,0,1,basic,2,2,1,3.0,0.46,65.01,583,referral,2,moderate_engagement_users
100289,47,female,india,android,1.1,12,13.55,60.14,6,4,4,14,0,0,4,basic,7,5,2,3.0,0.75,85.28,1024,referral,2,moderate_engagement_users
100291,55,other,australia,web,2.1,4,17.55,70.87,17,5,3,22,0,0,10,free,4,3,2,4.0,0.34,69.36,876,google ads,2,moderate_engagement_users
100296,38,female,australia,android,1.0,11,17.96,46.44,18,9,4,11,0,0,16,free,3,6,2,4.0,0.6,91.46,991,referral,2,moderate_engagement_users
100305,34,male,germany,android,2.1,6,14.46,44.8,15,6,3,10,0,0,17,free,3,1,0,4.0,0.38,66.98,736,organic,2,moderate_engagement_users
100310,52,male,india,android,1.2,9,26.88,52.5,10,3,1,19,0,0,18,free,3,4,3,2.0,1.0,62.43,1049,referral,2,moderate_engagement_users
100311,58,male,usa,android,1.0,6,3.98,48.31,11,2,4,12,0,0,18,free,5,4,2,4.0,0.83,73.22,839,email campaign,2,moderate_engagement_users
100313,41,female,usa,ios,2.0,6,9.17,24.92,10,2,5,6,0,0,29,premium,7,3,2,5.0,0.83,56.52,829,google ads,2,moderate_engagement_users
100323,35,female,india,android,1.2,8,13.89,54.98,14,5,1,18,0,0,9,free,10,3,1,4.0,0.85,61.29,734,organic,2,moderate_engagement_users
100324,42,male,usa,android,1.1,6,16.01,32.56,14,0,6,6,0,0,38,free,4,4,1,3.0,0.12,51.61,1107,google ads,2,moderate_engagement_users
100325,59,male,usa,ios,1.0,12,19.69,8.17,19,5,3,5,0,0,42,basic,7,5,2,4.0,0.98,65.04,603,google ads,2,moderate_engagement_users
100329,41,other,usa,android,2.0,4,6.79,25.85,9,3,1,24,0,0,18,free,3,6,4,4.0,0.23,73.56,1124,referral,2,moderate_engagement_users
100335,59,female,india,android,1.0,11,7.76,62.19,10,3,6,16,0,0,42,premium,5,5,3,2.0,0.56,68.72,759,google ads,2,moderate_engagement_users
100341,26,male,india,ios,1.0,7,10.79,33.88,11,4,5,17,0,0,28,premium,3,5,5,5.0,0.41,41.7,750,google ads,2,moderate_engagement_users
100344,59,female,india,android,1.2,10,11.49,34.68,16,5,5,14,0,0,27,free,5,2,0,3.0,0.83,52.06,908,organic,2,moderate_engagement_users
100346,52,female,australia,android,2.1,9,13.62,34.11,10,1,5,10,0,0,6,free,4,0,3,4.0,0.52,61.26,745,referral,2,moderate_engagement_users
100348,41,female,germany,ios,1.0,5,2.56,29.17,15,5,3,5,0,0,42,free,2,1,2,3.0,0.04,93.2,1079,email campaign,2,moderate_engagement_users
100349,30,female,india,ios,1.0,5,20.17,62.28,13,2,2,21,0,0,39,free,8,3,4,4.0,0.54,67.15,1070,facebook ads,2,moderate_engagement_users
100352,37,male,india,ios,1.1,7,2.42,30.7,9,8,5,15,0,0,44,premium,6,2,1,3.0,0.01,46.65,840,organic,2,moderate_engagement_users
100354,25,male,india,ios,1.1,9,34.22,73.92,13,3,3,9,0,0,31,basic,5,4,3,4.0,0.87,71.65,729,organic,2,moderate_engagement_users
100355,33,male,india,web,1.2,6,11.43,51.93,7,5,7,13,0,0,0,free,9,0,2,4.0,0.97,56.21,1102,google ads,2,moderate_engagement_users
100357,29,male,usa,ios,1.0,10,3.72,58.38,13,5,4,6,0,0,22,free,5,4,1,5.0,0.15,55.13,666,google ads,2,moderate_engagement_users
100358,40,male,india,android,1.1,7,14.29,50.82,13,4,3,8,0,0,18,basic,3,4,3,3.0,0.46,60.07,687,referral,2,moderate_engagement_users
100359,32,male,usa,android,1.0,11,7.88,61.83,10,5,3,22,0,0,28,free,5,1,3,3.0,0.18,74.7,918,organic,2,moderate_engagement_users
100360,45,male,uk,ios,2.0,5,5.55,89.99,12,8,7,15,0,0,44,free,7,3,4,5.0,0.53,61.4,694,organic,2,moderate_engagement_users
100364,40,male,uk,android,1.0,12,10.51,79.59,14,1,5,17,0,0,39,free,5,4,2,3.0,0.41,64.45,970,organic,2,moderate_engagement_users
100372,54,male,canada,android,2.0,6,2.25,42.61,14,2,6,17,0,0,28,basic,9,4,3,4.0,0.72,69.86,1102,referral,2,moderate_engagement_users
100373,50,other,india,android,2.1,8,5.66,56.47,12,4,2,10,0,0,21,free,6,2,0,2.0,0.22,86.86,683,organic,2,moderate_engagement_users
100377,21,female,india,ios,2.0,6,8.89,48.88,14,2,5,18,0,0,14,premium,6,8,2,4.0,0.87,61.5,1056,facebook ads,2,moderate_engagement_users
100378,23,female,uk,android,2.0,8,4.94,33.14,14,5,3,16,0,0,26,premium,1,2,7,4.0,0.88,73.88,957,facebook ads,2,moderate_engagement_users
100381,52,male,germany,android,2.0,13,11.3,65.6,5,8,2,15,0,0,11,premium,2,2,2,4.0,0.68,71.69,715,organic,2,moderate_engagement_users
100384,30,female,india,android,1.0,12,3.3,52.64,10,3,1,5,0,0,32,premium,4,2,2,4.0,0.87,57.58,856,email campaign,2,moderate_engagement_users
100390,45,male,india,android,1.0,4,23.85,55.08,14,3,7,17,0,0,18,free,6,7,2,4.0,0.95,65.9,610,email campaign,2,moderate_engagement_users
100400,49,female,india,android,2.1,10,24.64,47.18,12,7,5,3,0,0,31,basic,4,2,4,2.0,0.53,72.22,734,google ads,2,moderate_engagement_users
100401,42,male,india,android,2.0,11,5.58,32.18,16,7,3,13,0,0,23,free,7,3,3,3.0,0.3,89.91,840,referral,2,moderate_engagement_users
100407,39,female,india,ios,1.2,7,37.51,47.88,7,2,8,14,0,0,26,basic,7,4,0,4.0,0.57,52.13,919,email campaign,2,moderate_engagement_users
100408,46,male,australia,ios,1.0,5,7.93,5.0,9,5,3,3,0,0,11,free,5,3,3,5.0,0.44,40.05,1017,google ads,2,moderate_engagement_users
100412,33,male,india,android,1.0,11,1.54,22.95,10,4,3,23,0,0,43,premium,6,4,3,4.0,0.25,58.43,1019,google ads,2,moderate_engagement_users
100414,39,male,uk,ios,1.2,11,20.43,31.66,9,4,3,22,0,0,33,basic,4,6,6,3.0,0.63,41.32,1150,facebook ads,2,moderate_engagement_users
100418,22,male,usa,android,2.0,8,10.89,35.0,8,4,7,23,0,0,28,free,4,4,5,4.0,0.35,52.77,848,email campaign,2,moderate_engagement_users
100419,47,female,usa,android,2.1,11,2.64,53.35,17,6,3,12,0,0,4,free,9,1,3,4.0,0.75,85.06,1033,email campaign,2,moderate_engagement_users
100420,22,male,india,ios,2.0,6,15.46,67.49,14,5,4,9,0,0,7,free,7,4,2,3.0,0.72,47.4,1046,facebook ads,2,moderate_engagement_users
100422,33,female,india,android,2.1,5,11.32,60.96,10,3,2,24,0,0,14,free,6,3,3,4.0,0.62,52.22,971,google ads,2,moderate_engagement_users
100424,43,male,canada,android,1.0,8,20.14,64.13,6,10,2,3,0,0,6,basic,9,3,2,2.0,0.46,79.85,933,facebook ads,2,moderate_engagement_users
100427,53,female,india,ios,2.0,9,3.25,33.24,16,2,6,3,0,0,0,free,4,2,0,4.0,0.57,70.15,983,facebook ads,2,moderate_engagement_users
100428,50,male,india,ios,1.1,7,21.6,46.47,17,3,0,21,0,0,15,free,2,2,8,4.0,0.69,68.77,733,organic,2,moderate_engagement_users
100430,54,other,india,android,1.2,8,0.67,12.44,6,1,4,20,0,0,0,free,2,3,0,2.0,0.3,55.12,1110,referral,2,moderate_engagement_users
100432,27,male,india,web,2.0,6,13.33,20.94,16,3,3,11,0,0,24,free,5,4,3,4.0,0.29,66.92,709,organic,2,moderate_engagement_users
100433,22,female,india,android,2.0,10,2.18,33.72,24,4,2,15,0,0,11,basic,8,6,1,3.0,0.15,83.79,596,google ads,2,moderate_engagement_users
100434,53,male,usa,android,2.0,7,6.51,51.91,12,7,6,6,0,0,12,basic,3,6,3,4.0,0.38,72.84,695,organic,2,moderate_engagement_users
100437,27,male,india,android,1.0,8,1.72,41.47,16,2,3,16,0,0,0,premium,5,3,3,4.0,0.05,48.46,1139,facebook ads,2,moderate_engagement_users
100438,36,other,usa,android,2.0,11,12.82,66.19,13,7,3,21,0,0,28,free,5,2,1,4.0,0.85,36.17,723,google ads,2,moderate_engagement_users
100439,49,female,india,android,2.0,8,2.68,49.21,11,8,5,24,0,0,28,free,5,3,1,4.0,0.09,48.86,987,facebook ads,2,moderate_engagement_users
100440,18,male,india,android,1.2,9,3.6,47.11,11,9,4,16,0,0,42,basic,4,2,1,4.0,0.06,45.7,851,organic,2,moderate_engagement_users
100442,21,female,usa,ios,2.0,11,7.62,18.21,14,1,4,8,0,0,42,basic,5,8,2,4.0,0.31,87.01,743,google ads,2,moderate_engagement_users
100446,19,male,usa,android,1.0,6,9.38,51.97,8,2,2,16,0,0,8,free,13,2,1,3.0,0.28,74.28,687,referral,2,moderate_engagement_users
100451,41,female,usa,web,1.1,8,24.67,61.66,13,6,2,10,0,0,31,free,3,0,1,4.0,0.41,58.08,981,facebook ads,2,moderate_engagement_users
100454,50,male,singapore,android,2.0,8,3.01,22.39,12,5,2,18,0,0,29,premium,9,2,2,4.0,0.22,46.88,618,facebook ads,2,moderate_engagement_users
100457,29,male,usa,android,1.2,7,4.33,46.07,11,9,3,16,0,0,24,premium,9,3,4,5.0,0.62,68.4,837,google ads,2,moderate_engagement_users
100458,20,male,india,android,2.1,7,45.84,42.42,9,5,4,4,0,0,26,free,6,0,2,4.0,0.94,69.96,1024,organic,2,moderate_engagement_users
100467,19,female,australia,ios,1.0,8,9.19,42.52,10,4,1,18,0,0,25,free,2,6,1,3.0,0.97,55.18,1127,email campaign,2,moderate_engagement_users
100469,40,female,australia,web,2.0,6,7.37,54.95,14,3,6,24,0,0,26,basic,9,2,2,3.0,0.37,79.78,723,organic,2,moderate_engagement_users
100474,43,female,usa,web,2.1,11,23.6,39.1,15,2,7,21,0,0,15,basic,4,5,1,2.0,0.63,56.81,889,organic,2,moderate_engagement_users
100478,58,male,india,web,1.2,10,13.62,45.05,11,6,6,6,0,0,21,free,5,5,2,1.0,0.93,84.51,610,google ads,2,moderate_engagement_users
100484,42,male,canada,web,2.0,6,5.41,42.04,11,3,5,4,0,0,18,free,6,2,5,4.0,0.4,92.79,680,organic,2,moderate_engagement_users
100487,27,male,uk,android,1.2,13,1.33,36.74,15,4,5,14,0,0,43,basic,7,4,1,3.0,1.0,59.29,840,google ads,2,moderate_engagement_users
100489,26,male,usa,web,1.0,6,8.24,54.84,17,5,5,9,0,0,15,free,3,1,3,4.0,0.88,61.14,686,google ads,2,moderate_engagement_users
100491,52,male,india,ios,2.1,6,0.97,65.07,13,8,7,12,0,0,7,free,7,4,3,4.0,0.99,63.31,693,facebook ads,2,moderate_engagement_users
100493,53,male,uk,android,2.1,12,9.49,71.87,12,6,1,3,0,0,21,basic,10,0,4,4.0,0.93,44.0,767,google ads,2,moderate_engagement_users
100494,35,female,usa,android,1.1,6,4.25,40.54,13,3,5,5,0,0,0,basic,5,1,1,5.0,0.06,100.0,971,facebook ads,2,moderate_engagement_users
100495,56,female,usa,android,1.2,5,9.05,48.44,11,3,5,18,0,0,42,basic,2,1,3,3.0,0.31,75.59,1116,facebook ads,2,moderate_engagement_users
100496,49,female,canada,android,2.0,5,14.94,81.03,11,6,3,13,0,0,27,free,2,6,2,1.0,0.08,72.48,1160,google ads,2,moderate_engagement_users
100498,40,female,canada,android,2.1,4,2.6,30.16,9,2,2,9,0,0,13,free,4,1,2,5.0,0.53,64.66,925,facebook ads,2,moderate_engagement_users
100502,30,female,canada,android,1.2,6,9.09,41.02,13,10,2,15,0,0,12,basic,9,3,5,4.0,0.59,64.92,1042,organic,2,moderate_engagement_users
100504,42,female,india,android,1.0,7,5.12,52.29,20,3,4,24,0,0,14,free,8,4,3,4.0,0.31,56.42,655,referral,2,moderate_engagement_users
100505,52,male,canada,ios,2.1,7,16.27,53.34,9,4,4,10,0,0,43,free,6,4,2,4.0,0.67,79.42,782,organic,2,moderate_engagement_users
100514,53,female,usa,ios,1.0,15,3.96,39.78,21,7,6,18,0,0,27,premium,8,3,1,5.0,0.41,71.67,1020,google ads,2,moderate_engagement_users
100517,36,female,germany,web,1.0,8,7.4,26.27,9,6,2,6,0,0,18,basic,2,0,3,4.0,0.85,70.15,708,facebook ads,2,moderate_engagement_users
100521,45,female,uk,web,2.1,8,4.73,57.57,10,4,5,23,0,0,27,basic,5,1,3,4.0,0.48,82.1,1017,organic,2,moderate_engagement_users
100522,31,male,india,android,1.0,3,4.04,20.87,13,3,6,21,0,0,39,basic,3,7,0,3.0,0.71,74.02,835,organic,2,moderate_engagement_users
100526,22,female,singapore,ios,1.2,15,30.11,34.9,11,7,6,9,0,0,17,free,10,3,1,4.0,0.73,82.77,884,google ads,2,moderate_engagement_users
100532,40,female,india,android,2.1,9,27.3,38.16,15,6,0,21,0,0,22,free,5,5,4,4.0,0.14,56.65,898,facebook ads,2,moderate_engagement_users
100537,31,female,india,ios,1.1,7,10.85,58.35,23,3,6,4,0,0,42,premium,7,2,3,5.0,0.8,76.99,746,google ads,2,moderate_engagement_users
100540,52,male,canada,android,1.2,3,16.31,25.48,13,2,3,20,0,0,17,free,4,4,1,5.0,0.25,47.3,886,organic,2,moderate_engagement_users
100545,29,female,india,android,1.2,8,21.14,52.25,17,6,5,9,0,0,34,basic,10,4,1,4.0,0.44,34.42,825,referral,2,moderate_engagement_users
100547,27,female,usa,ios,1.2,4,7.31,32.96,14,6,5,19,0,0,40,basic,9,4,2,5.0,0.3,73.4,937,organic,2,moderate_engagement_users
100548,34,female,india,ios,1.2,9,9.99,36.71,12,3,6,5,0,0,8,free,6,6,2,3.0,0.93,57.49,961,facebook ads,2,moderate_engagement_users
100552,57,female,australia,ios,1.1,5,11.38,76.1,20,5,5,17,0,0,7,free,8,2,2,4.0,0.66,49.07,622,referral,2,moderate_engagement_users
100553,59,other,india,ios,2.1,7,16.23,56.18,9,5,1,18,0,0,43,free,8,3,3,3.0,0.5,58.83,749,organic,2,moderate_engagement_users
100556,19,female,germany,ios,1.2,11,8.77,46.52,12,5,3,7,0,0,5,free,7,3,2,4.0,0.37,60.42,720,google ads,2,moderate_engagement_users
100559,54,male,india,ios,1.2,9,1.81,43.47,8,0,4,17,0,0,0,free,7,4,5,3.0,0.73,66.87,890,google ads,2,moderate_engagement_users
100560,55,female,usa,ios,2.0,14,16.04,75.6,17,2,10,20,0,0,8,basic,6,4,1,3.0,0.35,51.24,664,facebook ads,2,moderate_engagement_users
100563,18,male,india,android,1.0,3,2.84,18.52,9,6,1,17,0,0,28,premium,5,1,2,3.0,0.15,85.33,656,facebook ads,2,moderate_engagement_users
100565,34,male,india,web,1.1,9,10.23,56.62,6,8,1,4,0,0,5,basic,5,5,2,3.0,0.99,67.09,1174,email campaign,2,moderate_engagement_users
100566,24,female,india,web,2.0,12,7.11,72.3,6,4,4,5,0,0,16,premium,11,1,0,3.0,0.87,86.84,709,email campaign,2,moderate_engagement_users
100568,21,male,india,android,1.2,4,9.8,45.08,21,4,7,21,0,0,14,free,6,4,5,3.0,0.45,58.58,849,organic,2,moderate_engagement_users
100573,56,female,australia,android,2.1,10,12.7,5.0,11,5,1,16,0,0,16,basic,4,1,3,5.0,0.2,61.3,1031,organic,2,moderate_engagement_users
100575,27,female,india,ios,2.0,8,11.9,51.51,10,7,3,12,0,0,19,basic,5,4,2,5.0,0.28,69.71,1187,organic,2,moderate_engagement_users
100584,25,female,uk,android,1.2,3,8.05,56.48,14,3,2,9,0,0,20,basic,8,2,2,4.0,0.71,67.27,1168,organic,2,moderate_engagement_users
