user_id,age,gender,country,device_type,app_version,sessions_per_week,avg_session_duration_min,daily_active_minutes,feature_clicks_per_session,notifications_opened_per_week,in_app_search_count,pages_viewed_per_session,crash_events_last_30_days,support_tickets_raised,days_since_last_login,subscription_type,ads_clicked_last_30_days,content_downloads,social_shares,rating_given,churn_risk_score,engagement_score,account_age_days,marketing_source,cluster,user_category
100111,44,male,usa,ios,2.1,11,19.66,48.9,13,5,2,3,0,1,22,free,4,3,2,5.0,0.66,48.91,1187,google ads,1,occasional_users
100118,18,male,germany,ios,2.1,13,16.98,56.5,15,4,4,4,0,1,7,basic,4,0,5,1.0,0.6,40.89,381,organic,1,occasional_users
100124,26,male,canada,android,2.1,3,24.57,31.07,8,7,2,17,0,1,18,free,4,2,5,4.0,0.24,34.77,54,referral,1,occasional_users
100127,43,male,usa,android,1.2,12,21.95,53.86,14,3,0,8,0,2,32,free,6,1,0,5.0,0.58,95.73,732,facebook ads,1,occasional_users
100128,59,female,usa,web,2.1,5,22.31,53.69,7,7,2,20,0,1,43,free,7,3,4,5.0,0.49,71.17,756,organic,1,occasional_users
100129,30,female,usa,android,2.0,8,16.37,5.0,11,6,3,7,1,1,28,basic,5,5,2,5.0,0.21,61.69,160,organic,1,occasional_users
100131,56,male,india,ios,2.1,6,59.19,57.55,8,7,6,24,0,1,3,basic,1,2,2,4.0,0.39,66.21,1015,google ads,1,occasional_users
100135,54,female,india,android,2.0,9,4.81,28.63,12,2,3,14,0,2,22,free,12,2,1,4.0,0.77,72.39,48,organic,1,occasional_users
100141,30,male,india,android,2.0,7,5.64,26.42,10,10,5,14,0,1,41,free,11,3,2,5.0,0.5,55.49,41,referral,1,occasional_users
100142,49,female,australia,ios,1.1,9,10.21,72.93,10,6,2,5,0,1,15,free,5,0,1,4.0,0.42,47.37,1031,facebook ads,1,occasional_users
100165,25,female,usa,android,2.1,6,8.65,79.79,12,6,7,23,0,1,16,free,6,2,3,3.0,0.36,52.68,1184,referral,1,occasional_users
100167,26,female,india,android,1.1,9,17.03,19.84,6,4,4,11,1,1,12,basic,8,4,2,4.0,0.51,72.01,1195,organic,1,occasional_users
100172,32,male,india,android,1.1,10,0.78,63.34,15,3,3,14,1,1,1,free,8,2,2,2.0,0.61,53.7,566,email campaign,1,occasional_users
100189,50,female,usa,ios,2.1,3,12.96,58.12,22,5,4,21,1,1,23,free,8,4,1,4.0,0.9,66.2,998,google ads,1,occasional_users
100200,55,male,usa,web,1.2,14,5.33,77.06,8,7,4,3,0,1,16,premium,9,4,4,4.0,0.14,35.11,1131,facebook ads,1,occasional_users
100208,50,female,india,android,2.1,8,6.42,77.67,6,2,6,4,0,1,25,free,8,1,1,4.0,0.11,81.16,607,organic,1,occasional_users
100212,46,female,germany,android,1.0,9,9.38,28.43,14,5,4,15,0,1,36,free,6,3,2,4.0,0.53,61.54,166,referral,1,occasional_users
100235,47,female,germany,web,1.1,6,24.22,43.13,12,4,5,14,1,1,9,free,5,5,2,5.0,0.46,64.95,832,email campaign,1,occasional_users
100247,26,other,india,android,2.1,5,11.61,30.25,14,2,5,17,0,1,2,free,5,1,2,2.0,0.6,34.0,1109,organic,1,occasional_users
100248,58,female,uk,android,1.0,7,18.65,54.79,16,6,9,12,0,1,44,basic,7,4,1,3.0,0.21,88.4,1010,organic,1,occasional_users
100249,52,male,india,android,1.0,11,16.43,13.92,10,4,2,20,0,1,43,premium,8,5,0,4.0,0.51,70.23,116,referral,1,occasional_users
100253,37,male,india,android,1.2,9,30.56,47.28,7,6,1,3,1,1,2,free,6,5,2,4.0,0.01,86.09,1027,organic,1,occasional_users
100264,42,female,india,android,1.2,10,20.83,83.03,13,4,3,20,1,1,43,free,7,2,4,4.0,0.22,56.38,677,email campaign,1,occasional_users
100273,58,male,usa,ios,1.2,4,22.81,62.16,20,3,4,10,0,1,18,free,4,2,1,4.0,0.29,96.94,1082,organic,1,occasional_users
100275,50,male,india,ios,1.2,13,13.4,64.1,13,5,6,13,0,1,32,premium,8,6,2,3.0,0.96,68.58,701,referral,1,occasional_users
100278,31,male,usa,android,2.0,8,25.47,13.51,12,5,6,14,0,1,18,premium,9,7,0,4.0,0.6,60.37,452,email campaign,1,occasional_users
100279,38,female,australia,ios,2.1,7,5.56,39.33,15,5,4,5,1,1,6,basic,5,1,1,3.0,1.0,79.24,1026,google ads,1,occasional_users
100288,39,female,usa,ios,2.0,5,15.71,72.64,10,11,7,12,0,1,9,free,5,1,1,4.0,0.98,59.11,1071,facebook ads,1,occasional_users
100294,44,other,india,ios,1.1,7,1.49,15.51,15,3,1,17,0,1,21,basic,5,6,2,4.0,0.35,48.02,382,google ads,1,occasional_users
100300,50,female,india,ios,2.0,5,19.55,38.58,11,4,4,14,0,1,1,basic,6,7,1,4.0,0.75,50.08,864,organic,1,occasional_users
100309,23,male,india,android,1.0,9,18.04,36.53,9,5,2,15,0,1,17,basic,12,3,2,4.0,0.86,62.87,796,email campaign,1,occasional_users
100315,48,male,canada,ios,1.1,8,9.85,71.71,11,5,1,14,0,1,11,premium,8,1,1,4.0,0.41,66.74,174,referral,1,occasional_users
100317,50,female,india,ios,2.1,8,16.21,31.23,10,4,4,4,0,1,27,basic,7,3,2,3.0,0.19,71.16,564,google ads,1,occasional_users
100320,40,other,uk,android,1.0,5,8.94,36.06,11,6,4,17,0,1,34,free,5,0,1,2.0,0.03,70.05,278,organic,1,occasional_users
100327,20,male,india,ios,1.0,2,7.32,75.93,7,5,5,24,1,1,17,free,6,1,4,4.0,0.48,68.13,688,organic,1,occasional_users
100333,19,female,germany,ios,2.1,13,9.2,73.15,13,5,2,18,0,1,39,free,5,3,1,1.0,0.57,67.25,996,organic,1,occasional_users
100337,43,male,usa,android,1.1,10,3.72,29.71,7,12,3,10,1,1,22,free,7,5,2,4.0,0.39,86.58,82,organic,1,occasional_users
100339,57,female,india,ios,1.1,12,14.6,25.02,17,6,1,14,0,1,40,basic,9,3,1,5.0,0.35,78.95,897,organic,1,occasional_users
100340,50,female,india,android,1.1,8,0.98,49.02,19,4,3,23,0,2,30,free,9,3,2,4.0,0.84,73.95,1129,google ads,1,occasional_users
100345,43,male,india,ios,1.1,9,2.72,51.4,9,7,4,10,0,1,14,basic,7,4,1,3.0,0.5,72.68,467,organic,1,occasional_users
100347,42,female,uk,android,1.2,7,12.06,60.46,14,5,3,17,0,1,35,free,4,4,0,3.0,0.51,60.47,179,organic,1,occasional_users
100350,24,male,germany,ios,1.1,8,15.81,45.83,15,3,3,19,1,1,1,basic,3,5,2,2.0,0.4,58.7,208,organic,1,occasional_users
100353,18,male,india,android,1.1,5,4.43,35.77,7,3,5,16,0,1,38,premium,5,3,4,2.0,0.28,61.07,869,email campaign,1,occasional_users
100362,19,female,germany,web,1.0,9,7.5,26.24,12,3,4,6,0,1,43,free,5,4,1,3.0,0.39,71.03,1063,organic,1,occasional_users
100366,42,female,india,web,2.1,13,9.29,76.83,9,5,3,7,0,2,37,free,5,3,1,4.0,0.5,72.36,361,facebook ads,1,occasional_users
100368,39,male,germany,ios,2.1,12,8.17,39.58,15,6,9,3,0,1,3,premium,7,4,1,3.0,0.52,89.46,919,organic,1,occasional_users
100370,23,female,australia,web,2.0,6,19.66,57.29,11,3,8,7,0,1,31,free,10,5,1,5.0,0.69,41.01,227,facebook ads,1,occasional_users
100376,56,male,uk,ios,2.1,10,14.15,43.48,14,7,7,5,1,1,9,basic,7,1,4,3.0,0.7,78.43,812,google ads,1,occasional_users
100389,36,female,australia,android,1.0,10,27.09,43.61,6,3,5,4,1,1,23,free,4,4,5,4.0,0.04,53.27,576,facebook ads,1,occasional_users
100394,40,male,uk,web,1.0,6,20.49,18.75,8,3,5,16,0,1,40,free,8,1,2,1.0,0.51,75.96,450,email campaign,1,occasional_users
100425,38,male,usa,android,2.0,6,12.85,54.23,14,5,5,3,0,1,3,free,10,2,0,2.0,0.02,56.12,567,google ads,1,occasional_users
100443,33,female,india,android,1.1,8,3.22,22.96,9,5,3,18,0,1,13,free,8,1,2,3.0,0.47,75.14,1157,facebook ads,1,occasional_users
100444,41,male,india,ios,1.0,5,23.67,37.37,16,3,7,24,0,1,19,basic,9,0,0,4.0,0.05,65.2,612,google ads,1,occasional_users
100450,37,female,singapore,ios,1.2,12,23.49,38.25,11,4,7,14,0,2,44,free,6,3,1,4.0,0.22,68.61,114,organic,1,occasional_users
100452,29,female,germany,web,1.2,14,1.71,59.07,12,5,6,14,0,1,44,premium,5,7,5,3.0,0.11,60.67,30,organic,1,occasional_users
100455,50,other,india,android,2.1,9,1.73,43.71,15,4,4,13,0,1,1,free,3,3,3,5.0,0.93,66.41,425,facebook ads,1,occasional_users
100456,54,male,india,web,1.0,9,19.23,61.34,15,4,4,20,1,1,42,free,3,0,4,3.0,0.5,51.0,102,organic,1,occasional_users
100468,52,female,india,android,1.2,7,8.96,67.63,6,3,2,10,0,1,15,basic,8,4,3,3.0,0.63,75.03,674,organic,1,occasional_users
100471,43,female,uk,android,1.0,10,33.82,10.91,9,3,7,5,1,1,22,free,5,1,4,4.0,0.7,70.93,512,email campaign,1,occasional_users
100472,25,male,singapore,android,1.1,11,2.85,6.39,12,8,7,11,0,1,22,premium,4,2,0,5.0,0.68,83.47,28,organic,1,occasional_users
100475,27,female,uk,ios,1.0,5,3.55,51.61,11,5,4,18,0,1,39,premium,8,0,1,4.0,0.31,87.05,411,organic,1,occasional_users
100477,51,female,india,android,1.1,10,6.61,38.68,7,5,5,10,0,1,42,basic,5,3,1,3.0,0.25,81.73,16,google ads,1,occasional_users
100492,52,male,usa,android,1.2,5,22.33,59.78,7,10,4,18,0,1,25,free,6,2,1,5.0,0.64,68.13,307,google ads,1,occasional_users
100507,47,female,canada,android,1.2,5,14.38,26.23,7,9,2,7,1,1,0,free,12,3,4,3.0,0.43,86.67,1160,facebook ads,1,occasional_users
100513,36,male,usa,android,1.0,9,26.29,106.11,21,5,5,24,0,1,30,basic,8,3,2,5.0,0.44,76.65,61,email campaign,1,occasional_users
100518,29,male,india,android,2.1,2,9.25,48.22,5,6,4,11,0,1,23,free,3,9,1,4.0,0.47,60.32,158,organic,1,occasional_users
100523,48,female,india,android,2.0,12,11.5,26.07,8,7,6,18,0,1,38,free,11,5,1,3.0,0.23,68.97,1052,organic,1,occasional_users
100524,36,female,usa,web,1.1,7,28.61,63.1,10,7,2,17,1,1,12,free,5,3,2,4.0,0.44,54.38,697,google ads,1,occasional_users
100525,33,male,india,android,1.2,6,7.39,26.81,9,5,3,4,0,1,36,premium,8,2,4,3.0,0.94,63.94,143,facebook ads,1,occasional_users
100541,40,male,usa,android,2.1,7,17.81,9.96,10,4,4,6,1,1,36,basic,4,4,2,4.0,0.51,65.03,826,organic,1,occasional_users
100546,26,male,australia,ios,1.2,8,17.48,77.82,14,4,4,6,1,1,8,premium,9,2,3,4.0,0.33,46.7,117,email campaign,1,occasional_users
100549,55,female,canada,ios,1.1,3,16.54,62.59,14,5,2,15,1,1,10,free,6,2,5,3.0,0.65,43.46,49,referral,1,occasional_users
100551,30,male,germany,android,1.1,8,26.66,36.3,8,4,2,20,1,1,25,free,4,2,1,5.0,0.11,67.39,588,organic,1,occasional_users
100554,26,male,india,android,2.0,7,14.18,77.77,8,3,5,7,0,1,17,free,3,3,2,4.0,0.98,66.34,360,referral,1,occasional_users
100564,39,female,india,ios,1.1,10,20.53,63.44,18,5,5,19,0,1,27,premium,5,3,1,5.0,0.46,52.55,336,google ads,1,occasional_users
100576,43,female,usa,android,2.1,6,14.83,74.82,11,3,2,8,0,2,22,free,5,4,3,1.0,0.74,39.19,372,google ads,1,occasional_users
100578,56,male,australia,ios,1.0,7,15.21,52.69,9,5,3,20,0,1,11,basic,5,4,1,2.0,0.77,64.76,1001,organic,1,occasional_users
100585,58,other,india,android,2.0,7,30.77,67.85,12,6,5,20,1,1,34,basic,5,3,2,4.0,0.82,74.73,435,organic,1,occasional_users
100589,30,female,australia,ios,1.0,12,4.64,68.56,6,1,5,19,0,1,21,free,7,4,6,4.0,0.72,70.33,30,email campaign,1,occasional_users
100610,18,male,india,android,1.1,7,12.14,43.94,14,2,5,21,0,1,1,free,2,5,1,4.0,0.94,71.0,83,facebook ads,1,occasional_users
100616,27,female,india,ios,1.0,6,4.35,46.23,17,5,3,8,1,1,31,basic,6,1,1,5.0,0.64,47.92,571,organic,1,occasional_users
100617,49,female,usa,android,2.1,11,4.1,46.6,12,3,3,11,0,1,30,free,4,4,1,4.0,0.76,75.43,1112,organic,1,occasional_users
100621,29,female,usa,ios,1.1,10,6.26,39.65,13,6,5,21,0,1,1,free,6,1,2,4.0,0.96,78.28,106,organic,1,occasional_users
100632,58,female,germany,ios,1.1,6,6.52,52.49,13,6,1,8,1,1,12,premium,3,5,0,5.0,0.78,46.89,562,organic,1,occasional_users
100633,53,female,usa,android,1.1,7,4.9,85.69,14,3,3,23,0,1,31,free,2,3,1,4.0,0.01,48.81,51,organic,1,occasional_users
100644,23,female,india,android,2.0,9,4.25,62.04,7,8,4,11,0,1,11,free,8,2,1,5.0,0.91,59.12,294,referral,1,occasional_users
100647,42,male,india,android,1.2,6,4.66,23.6,10,5,3,20,0,1,43,basic,7,3,7,2.0,0.67,57.24,48,organic,1,occasional_users
100649,27,male,india,android,1.0,13,5.37,85.1,12,4,5,10,1,1,25,free,6,2,0,4.0,0.73,48.1,617,facebook ads,1,occasional_users
100651,22,male,uk,android,1.1,9,19.25,8.0,13,6,3,21,0,1,11,free,6,3,1,2.0,0.74,52.49,53,organic,1,occasional_users
100688,30,male,usa,android,2.0,12,1.76,36.33,13,5,5,18,0,1,12,free,4,1,1,3.0,0.55,75.05,375,referral,1,occasional_users
100693,51,male,india,android,1.0,7,7.82,29.37,11,5,2,4,0,1,42,basic,4,3,3,5.0,0.73,64.14,377,email campaign,1,occasional_users
100699,51,female,germany,android,1.1,8,41.13,71.73,10,6,3,7,0,1,38,free,9,2,2,3.0,0.24,68.61,67,organic,1,occasional_users
100707,40,female,australia,ios,2.0,9,22.93,48.47,11,4,9,16,0,1,37,free,8,10,0,5.0,0.61,45.43,884,referral,1,occasional_users
100710,38,female,australia,web,1.2,7,8.75,30.22,13,5,2,24,0,1,38,free,10,2,1,5.0,0.62,72.66,1108,email campaign,1,occasional_users
100712,19,male,singapore,android,1.0,7,8.87,49.45,6,1,3,19,0,1,28,free,8,0,1,3.0,0.32,57.79,820,referral,1,occasional_users
100714,56,other,australia,ios,2.0,15,21.15,63.15,13,5,6,23,0,1,13,free,6,3,1,5.0,0.65,36.1,722,facebook ads,1,occasional_users
100716,51,female,usa,ios,2.1,9,22.69,47.77,14,4,4,17,1,1,9,free,7,6,5,5.0,0.25,83.83,349,referral,1,occasional_users
100719,35,male,canada,ios,1.2,5,4.76,78.72,11,7,5,7,0,1,17,free,3,2,1,3.0,0.15,78.06,587,facebook ads,1,occasional_users
100723,51,female,germany,ios,1.1,8,47.68,53.19,10,7,2,16,0,2,24,basic,7,0,2,4.0,0.63,28.07,1193,google ads,1,occasional_users
100725,50,female,india,android,2.1,14,3.5,19.59,9,4,8,23,0,1,24,free,9,3,1,5.0,0.9,36.7,601,referral,1,occasional_users
100726,41,male,australia,android,2.0,7,7.75,49.12,8,6,6,13,1,1,44,free,10,3,1,3.0,0.29,68.15,262,google ads,1,occasional_users
100728,47,male,canada,android,2.0,6,19.02,31.65,16,8,5,11,0,1,4,premium,10,3,2,5.0,0.43,69.46,751,organic,1,occasional_users
100731,22,male,india,ios,2.0,6,11.12,47.71,15,7,4,5,1,2,19,basic,5,2,1,4.0,0.37,72.53,1118,facebook ads,1,occasional_users
100754,21,other,canada,ios,2.1,9,3.48,5.32,12,9,4,4,0,1,24,free,6,1,0,4.0,0.07,67.75,334,organic,1,occasional_users
100760,46,female,australia,android,1.1,8,9.2,55.37,18,3,5,18,1,1,23,basic,3,6,3,4.0,0.52,39.75,1191,organic,1,occasional_users
100761,49,female,india,ios,1.0,7,8.02,16.32,14,5,4,11,0,1,16,free,6,2,4,4.0,0.69,68.57,384,organic,1,occasional_users
100763,38,female,india,android,2.1,10,4.15,14.72,8,2,4,14,1,1,29,free,5,2,3,4.0,0.27,48.68,479,google ads,1,occasional_users
100772,22,male,india,ios,1.1,13,13.33,65.1,13,5,3,4,0,1,42,free,8,1,4,4.0,0.77,73.75,106,referral,1,occasional_users
100776,51,female,uk,ios,2.0,6,19.86,48.37,10,3,4,9,0,2,4,premium,6,4,0,5.0,0.09,63.92,912,organic,1,occasional_users
100777,31,female,canada,android,2.1,6,2.38,57.2,16,6,6,5,0,1,41,basic,7,3,4,1.0,0.45,48.35,1027,organic,1,occasional_users
100782,39,male,uk,android,1.1,11,22.89,46.27,10,5,5,12,0,1,35,basic,9,2,3,3.0,0.29,65.18,273,facebook ads,1,occasional_users
100785,43,male,india,ios,1.0,4,14.34,31.01,14,6,3,11,0,1,29,free,8,3,4,3.0,0.63,43.13,511,facebook ads,1,occasional_users
100793,43,male,india,ios,1.2,14,17.75,66.32,13,5,3,12,0,1,0,free,5,3,3,5.0,0.46,100.0,910,google ads,1,occasional_users
100795,40,male,canada,android,2.1,7,10.19,24.33,17,6,5,6,0,1,12,premium,7,6,4,5.0,0.83,77.37,1002,google ads,1,occasional_users
100799,43,female,india,ios,2.1,15,12.09,103.68,5,5,4,18,0,1,34,premium,3,3,0,4.0,0.17,52.19,144,referral,1,occasional_users
100801,24,male,india,android,1.1,10,7.44,29.9,8,4,1,18,1,1,18,free,11,1,3,1.0,0.33,47.05,134,facebook ads,1,occasional_users
100806,52,male,india,ios,2.0,10,18.73,52.16,12,5,2,17,0,1,18,free,8,2,1,5.0,0.78,61.46,157,organic,1,occasional_users
100807,32,male,singapore,android,1.1,5,24.48,66.87,10,4,7,4,0,2,13,basic,4,1,1,4.0,0.04,76.49,432,referral,1,occasional_users
100817,42,female,india,ios,2.0,5,9.82,46.73,14,2,2,9,1,1,16,premium,12,3,0,4.0,0.16,72.46,950,google ads,1,occasional_users
100833,59,male,usa,android,1.2,11,8.47,5.0,7,5,2,21,0,1,21,basic,8,4,0,3.0,0.97,82.87,240,organic,1,occasional_users
100837,43,male,india,ios,2.1,12,13.92,65.06,10,5,3,17,2,2,23,free,4,0,0,4.0,0.63,72.99,273,facebook ads,1,occasional_users
100840,54,female,australia,ios,2.1,8,17.86,48.45,14,4,3,17,1,1,0,free,3,1,1,4.0,0.55,84.01,619,facebook ads,1,occasional_users
100845,23,male,india,ios,1.1,4,14.07,41.51,10,4,2,15,2,2,11,free,8,4,0,4.0,0.17,62.34,1059,organic,1,occasional_users
100847,47,male,india,android,2.0,10,25.29,27.32,11,5,3,9,1,1,42,basic,2,3,2,5.0,0.52,55.44,141,google ads,1,occasional_users
100850,48,female,india,ios,2.1,10,11.44,15.47,14,3,4,14,0,1,31,free,7,6,2,3.0,0.01,40.2,291,email campaign,1,occasional_users
100852,26,male,india,android,1.0,9,1.77,12.56,18,3,7,10,0,1,25,free,5,2,2,2.0,0.17,77.98,1026,organic,1,occasional_users
100853,20,female,india,web,1.0,8,11.39,61.03,12,6,4,4,1,1,14,free,4,1,2,4.0,0.94,50.08,285,organic,1,occasional_users
100855,57,male,india,android,1.1,6,7.56,25.9,11,3,6,19,1,1,5,free,7,6,1,3.0,0.41,52.33,759,email campaign,1,occasional_users
100856,54,female,india,android,2.0,10,30.72,50.99,12,3,2,11,0,1,1,basic,6,4,1,5.0,0.4,70.3,245,google ads,1,occasional_users
100861,19,male,india,android,1.0,3,6.91,60.2,12,7,3,4,0,1,10,premium,7,2,1,4.0,0.89,62.31,673,google ads,1,occasional_users
100873,25,male,australia,android,1.1,6,4.21,23.16,10,2,5,24,0,1,12,free,7,1,0,4.0,0.34,28.28,159,email campaign,1,occasional_users
100874,43,female,india,web,1.0,8,30.83,20.78,10,8,1,8,1,1,31,free,3,6,2,5.0,0.81,45.44,328,facebook ads,1,occasional_users
100879,36,female,india,ios,1.2,6,19.67,5.0,15,2,1,6,0,1,5,free,7,5,0,3.0,0.33,47.32,752,organic,1,occasional_users
100880,37,female,usa,android,2.0,5,21.38,56.82,9,2,7,8,0,1,11,free,7,2,2,3.0,0.92,48.21,867,referral,1,occasional_users
100886,31,female,usa,android,2.1,11,17.61,61.64,9,5,6,21,0,1,2,free,4,4,2,2.0,0.25,71.82,398,google ads,1,occasional_users
100888,54,female,india,android,1.1,9,0.68,5.75,9,5,2,18,1,1,43,free,8,3,2,3.0,0.24,56.03,541,organic,1,occasional_users
100892,20,male,canada,ios,2.0,9,26.07,49.52,7,5,4,3,0,1,2,free,8,4,1,4.0,0.95,69.66,76,email campaign,1,occasional_users
100899,19,male,india,android,1.0,11,16.16,36.35,8,6,4,21,0,1,1,free,7,1,1,3.0,0.9,64.0,229,facebook ads,1,occasional_users
100907,34,female,uk,ios,1.2,5,5.61,59.07,14,3,6,15,0,1,40,free,2,3,0,4.0,0.44,40.71,260,organic,1,occasional_users
100912,55,male,india,ios,2.1,9,2.42,35.13,12,3,5,14,0,1,25,free,3,5,1,5.0,0.33,64.58,1188,google ads,1,occasional_users
100916,22,female,india,android,1.2,7,13.9,71.68,11,4,5,3,1,2,9,free,5,3,3,3.0,0.63,89.49,145,facebook ads,1,occasional_users
100925,57,female,india,ios,1.1,9,9.63,35.19,12,3,1,16,1,1,24,free,4,2,1,2.0,0.42,74.91,844,organic,1,occasional_users
100939,31,male,usa,android,1.1,9,6.51,46.33,14,5,5,7,0,1,42,free,5,1,1,4.0,0.99,38.6,867,organic,1,occasional_users
100940,43,female,singapore,ios,1.0,9,40.95,46.34,11,8,3,23,1,1,22,premium,1,6,1,4.0,0.51,64.26,356,facebook ads,1,occasional_users
100942,42,male,uk,android,1.0,8,15.62,61.35,11,5,1,11,0,1,26,free,4,1,4,3.0,0.57,90.38,298,organic,1,occasional_users
100946,57,male,india,android,1.0,9,9.23,48.88,16,5,9,7,1,3,40,free,4,1,3,4.0,0.75,33.37,976,google ads,1,occasional_users
100956,50,male,india,ios,1.1,9,4.23,27.41,7,5,6,16,0,1,12,basic,7,3,2,2.0,0.91,53.55,1071,organic,1,occasional_users
100970,59,female,canada,android,2.0,7,10.43,32.73,6,4,3,13,0,1,6,basic,5,2,5,4.0,0.25,62.11,751,google ads,1,occasional_users
100973,50,male,india,android,1.0,12,17.64,32.5,6,1,8,14,0,1,23,free,7,1,1,4.0,0.45,100.0,921,organic,1,occasional_users
100975,56,other,india,web,2.0,9,11.52,36.89,10,3,4,21,0,1,36,free,12,1,0,4.0,0.91,91.24,345,google ads,1,occasional_users
100982,44,male,usa,android,1.1,10,8.28,32.18,6,5,2,5,0,1,14,basic,7,0,2,3.0,0.43,69.63,356,organic,1,occasional_users
100994,53,male,canada,web,2.1,12,9.66,17.57,18,3,4,4,0,1,22,basic,11,4,2,4.0,0.27,46.76,679,email campaign,1,occasional_users
100997,46,female,india,ios,1.2,7,4.4,13.92,7,2,2,4,0,1,23,basic,12,4,2,4.0,0.71,92.33,846,facebook ads,1,occasional_users
101000,46,male,uk,android,2.1,6,3.01,56.83,15,6,3,24,0,1,3,free,4,2,0,4.0,0.9,63.16,631,organic,1,occasional_users
101022,30,female,india,android,2.1,11,3.04,59.84,10,1,5,13,0,1,18,basic,14,1,2,4.0,0.71,61.58,125,organic,1,occasional_users
101026,50,male,india,ios,1.0,10,1.04,45.68,10,1,2,10,0,1,2,basic,5,0,3,4.0,0.17,61.67,152,facebook ads,1,occasional_users
101027,57,male,india,ios,1.0,9,7.75,54.7,9,5,6,24,1,1,24,basic,1,3,0,2.0,0.36,64.77,762,organic,1,occasional_users
101028,29,female,india,android,2.1,7,12.29,33.62,13,5,7,8,0,1,25,free,11,7,1,5.0,0.81,75.29,532,organic,1,occasional_users
101049,53,male,india,android,1.2,9,8.95,18.34,15,5,2,10,1,1,12,free,4,3,1,3.0,0.52,54.77,560,google ads,1,occasional_users
101052,57,female,uk,android,1.2,11,33.68,25.89,10,8,5,22,0,1,22,basic,5,5,0,4.0,0.17,60.71,100,facebook ads,1,occasional_users
101056,26,female,india,web,2.0,10,9.56,40.65,9,6,2,7,1,1,32,free,3,2,2,4.0,0.12,54.8,543,referral,1,occasional_users
101057,27,female,india,android,1.0,3,1.08,22.4,11,6,4,12,0,1,6,basic,5,4,1,5.0,0.69,69.32,308,organic,1,occasional_users
101059,58,male,australia,ios,1.1,5,4.16,7.45,12,3,7,22,0,1,13,free,6,0,1,3.0,0.36,86.04,510,organic,1,occasional_users
101067,35,female,canada,android,1.0,11,24.3,12.72,16,4,2,14,0,1,21,free,4,4,2,2.0,0.23,72.04,818,organic,1,occasional_users
101078,46,male,canada,ios,1.0,9,4.48,39.96,8,4,5,4,0,1,17,free,3,2,2,3.0,0.5,55.31,487,google ads,1,occasional_users
101085,37,female,germany,ios,2.0,12,13.38,27.12,13,2,8,7,1,1,40,basic,10,3,0,4.0,0.09,63.85,726,google ads,1,occasional_users
101086,58,male,india,ios,1.2,5,15.27,67.98,14,3,7,9,0,1,30,free,9,1,2,4.0,0.74,31.1,837,google ads,1,occasional_users
101088,39,female,india,android,2.0,4,6.29,51.1,15,3,8,4,1,1,8,basic,6,5,4,4.0,0.64,81.03,767,google ads,1,occasional_users
